,algoritmo,train_method,normalizacao,selecao_feat,dataset_treino,dataset_test,acuracia,precisao,recall,f1
0,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-90-testcleaned.csv,0.8224545454545454,1.0,0.6449090909090909,0.7841273350281861
1,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-91-testcleaned.csv,0.8209090909090909,1.0,0.6418181818181818,0.7818383167220376
2,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-92-testcleaned.csv,0.8217727272727273,1.0,0.6435454545454545,0.7831185353172188
3,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-93-testcleaned.csv,0.8216818181818182,1.0,0.6433636363636364,0.7829839021961609
4,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-94-testcleaned.csv,0.8202727272727273,1.0,0.6405454545454545,0.7808932727474233
5,Gaussian Naive Bayes,Holdout,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-90-testcleaned.csv,0.8224545454545454,1.0,0.6449090909090909,0.7841273350281861
6,Gaussian Naive Bayes,Holdout,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-91-testcleaned.csv,0.8209090909090909,1.0,0.6418181818181818,0.7818383167220376
7,Gaussian Naive Bayes,Holdout,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-92-testcleaned.csv,0.8217727272727273,1.0,0.6435454545454545,0.7831185353172188
8,Gaussian Naive Bayes,Holdout,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-93-testcleaned.csv,0.8216818181818182,1.0,0.6433636363636364,0.7829839021961609
9,Gaussian Naive Bayes,Holdout,-,Tree,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-94-testcleaned.csv,0.8202727272727273,1.0,0.6405454545454545,0.7808932727474233
10,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-90-testcleaned.csv,0.8224545454545454,1.0,0.6449090909090909,0.7841273350281861
11,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-91-testcleaned.csv,0.8209090909090909,1.0,0.6418181818181818,0.7818383167220376
12,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-92-testcleaned.csv,0.8217727272727273,1.0,0.6435454545454545,0.7831185353172188
13,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-93-testcleaned.csv,0.8216818181818182,1.0,0.6433636363636364,0.7829839021961609
14,Gaussian Naive Bayes,Grid Search 3 folds,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-94-testcleaned.csv,0.8202727272727273,1.0,0.6405454545454545,0.7808932727474233
15,Gaussian Naive Bayes,Holdout,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-90-testcleaned.csv,0.8224545454545454,1.0,0.6449090909090909,0.7841273350281861
16,Gaussian Naive Bayes,Holdout,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-91-testcleaned.csv,0.8209090909090909,1.0,0.6418181818181818,0.7818383167220376
17,Gaussian Naive Bayes,Holdout,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-92-testcleaned.csv,0.8217727272727273,1.0,0.6435454545454545,0.7831185353172188
18,Gaussian Naive Bayes,Holdout,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-93-testcleaned.csv,0.8216818181818182,1.0,0.6433636363636364,0.7829839021961609
19,Gaussian Naive Bayes,Holdout,-,PCA,appliences_05_05_05-90-trainscleaned.csv,appliences_05_05_05-94-testcleaned.csv,0.8202727272727273,1.0,0.6405454545454545,0.7808932727474233
