,algoritmo,train_method,normalizacao,selecao_feat,dataset_treino,dataset_test,acuracia,precisao,recall,f1
0,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-90-test.csv,0.6000454545454545,0.8537447765991643,0.24145454545454545,0.3764439090071575
1,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-91-test.csv,0.6035,0.854783421626675,0.24936363636363637,0.38609332113449224
2,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-92-test.csv,0.6055454545454545,0.8570110701107011,0.25336363636363635,0.39110300308728596
3,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-93-test.csv,0.6056818181818182,0.8633948108783995,0.2510909090909091,0.38904148179449255
4,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-94-test.csv,0.6021363636363637,0.849238420889027,0.24836363636363637,0.3843286206654005
5,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-90-test.csv,0.5967272727272728,0.815914489311164,0.24981818181818183,0.38251670378619157
6,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-91-test.csv,0.5913181818181819,0.8015610927649355,0.24272727272727274,0.37261879840904333
7,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-92-test.csv,0.5919545454545454,0.7984656240778991,0.246,0.37612064771700604
8,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-93-test.csv,0.5953636363636363,0.8148259303721489,0.24681818181818183,0.3788724532514653
9,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-94-test.csv,0.5930909090909091,0.800822561692127,0.24781818181818183,0.37850597056373236
10,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-90-test.csv,0.6122272727272727,0.9025105966742746,0.25163636363636366,0.39354517665458166
11,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-91-test.csv,0.611909090909091,0.9009771986970684,0.25145454545454543,0.3931769722814499
12,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-92-test.csv,0.6086363636363636,0.8985990660440294,0.2449090909090909,0.38491213030432925
13,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-93-test.csv,0.6113181818181819,0.898989898989899,0.25081818181818183,0.3922098230151397
14,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-94-test.csv,0.6096363636363636,0.899073461283918,0.247,0.38753387533875333
15,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-90-test.csv,0.6043181818181819,0.8442844284428442,0.25581818181818183,0.39266029442545175
16,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-91-test.csv,0.6070909090909091,0.8426410703897614,0.26336363636363636,0.40130211940712013
17,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-92-test.csv,0.6088636363636364,0.8446043165467626,0.26681818181818184,0.4055267702936097
18,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-93-test.csv,0.609,0.8503798947983635,0.26454545454545453,0.4035501317431701
19,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-94-test.csv,0.6052272727272727,0.8391444476999707,0.26036363636363635,0.397418996739055
20,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-90-test.csv,0.6003181818181819,0.8072960178223336,0.2635454545454545,0.39736824069631965
21,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-91-test.csv,0.5944545454545455,0.7941676104190261,0.255,0.3860445912469034
22,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-92-test.csv,0.5965,0.7931510632421983,0.2610909090909091,0.39285958552766576
23,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-93-test.csv,0.6002272727272727,0.8096040438079192,0.2620909090909091,0.3959892864501065
24,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-94-test.csv,0.598,0.7972972972972973,0.26281818181818184,0.3953233966908246
25,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_00_10-90-test.csv,0.6144090909090909,0.8794091046126018,0.2651818181818182,0.40748760215128865
26,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_00_10-91-test.csv,0.6163181818181818,0.8857401266204401,0.2670909090909091,0.41042117762101
27,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_00_10-92-test.csv,0.6117272727272727,0.8821517412935324,0.2579090909090909,0.39912774338773216
28,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_00_10-93-test.csv,0.6151818181818182,0.8823174411587206,0.26581818181818184,0.4085510688836105
