,algoritmo,train_method,normalizacao,selecao_feat,dataset_treino,dataset_test,acuracia,precisao,recall,f1
0,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-90-test.csv,0.5747272727272728,0.8540051679586563,0.18027272727272728,0.2977030475904519
1,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-91-test.csv,0.5788181818181818,0.8570840197693574,0.18918181818181817,0.30994935954721475
2,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-92-test.csv,0.5778181818181818,0.8502454991816694,0.18890909090909092,0.30913418625409106
3,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-93-test.csv,0.5782727272727273,0.8645215918712955,0.18563636363636363,0.3056428678341565
4,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_05_05-94-test.csv,0.5767727272727273,0.843432289548597,0.18854545454545454,0.3081952596775392
5,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-90-test.csv,0.5719545454545455,0.8090589613432253,0.18836363636363637,0.3055821842047047
6,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-91-test.csv,0.568,0.7937941869599372,0.18372727272727274,0.2983906688321276
7,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-92-test.csv,0.5666818181818182,0.7857421114141021,0.18336363636363637,0.2973391317166655
8,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-93-test.csv,0.5696818181818182,0.8067226890756303,0.18327272727272728,0.2986887917623528
9,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_10_00-94-test.csv,0.568,0.7910505836575875,0.18481818181818183,0.2996315401621223
10,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-90-test.csv,0.5842727272727273,0.9058669001751314,0.1880909090909091,0.31150255947003913
11,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-91-test.csv,0.5855454545454546,0.9087749782797567,0.19018181818181817,0.31453916704254997
12,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-92-test.csv,0.5800909090909091,0.8961330935251799,0.1811818181818182,0.30142165759225653
13,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-93-test.csv,0.5867727272727272,0.9080803762291577,0.1930909090909091,0.31846465252267786
14,Gaussian Naive Bayes,Grid Search 3 folds,-,Tree,05_05_05-90-train.csv,05_00_10-94-test.csv,0.5821363636363637,0.9057027391109116,0.18336363636363637,0.30498223331065244
15,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-90-test.csv,0.587,0.857089552238806,0.20881818181818182,0.3358187134502924
16,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-91-test.csv,0.5913181818181819,0.8643453028654334,0.21663636363636363,0.346441811441448
17,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-92-test.csv,0.590590909090909,0.8578096947935369,0.21718181818181817,0.3466086325716358
18,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-93-test.csv,0.5926818181818182,0.8714025500910747,0.21745454545454546,0.34805383775918514
19,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_05_05-94-test.csv,0.5888181818181818,0.850933908045977,0.21536363636363637,0.3437318630295995
20,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-90-test.csv,0.5843181818181818,0.8190574475404196,0.21645454545454546,0.34241748759617463
21,Gaussian Naive Bayes,Holdout,-,Tree,05_05_05-90-train.csv,05_10_00-91-test.csv,0.5804545454545454,0.8066528066528067,0.21163636363636365,0.33530174276249464
